WritingId	MemberId	Essay	DateSubmitted	Grade	Comment	topicId	correctedWriting	LevelNo	UnitNo	Country	Nationality	Unit Name	Lesson Title	lesson Aim
70	18440513	Hi, Anna! i've found an absolutely amazing job for you. Let me tell you why you should apply for this oportunity. The job is about being a Zookeeper, in the Flossington Zoo, this is absolutely what you want, what you hace to do is preparing the food for the animal and feed them, its very easy dont you think? the salary is $50,000, by far the best pay i can find on this week. you'r benefits are amazing, you're going to have a full accident insurance, a month of holiday every year, regular trips to florida to observe wild crocodiles (that is so exhilarating) This is totally the best job i can find you  see you soon! bye	2011-03-23 16:55:01.220	86	Well done R Perez!<br/><br/>Thank you for your submission. You did a fantastic job with this writing task. You showed that you understood the topic well, and you formulated your ideas in a logical manner. <br/><br/>Please have a look at the corrections I have made. You need to focus on your spelling skills. Also, please work on your verb tenses [PREPARE > PREPARING > PREPARED]. <br/><br/>I look forward to reading your future submission. Keep up the great work!	10296	Hi, Anna! i've found an absolutely amazing job for you. Let me tell you why you should apply for this oportunity. The job is about being a Zookeeper, in the Flossington Zoo, this is absolutely what you want, what you hace to do is preparing the food for the animal and feed them, its very easy dont you think? the salary is $50,000, by far the best pay i can find on this week. you'r benefits are amazing, you're going to have a full accident insurance, a month of holiday every year, regular trips to florida to observe wild crocodiles (that is so exhilarating) This is totally the best job i can find you  see you soon! bye	10	1	cl	cl	Extreme activities	Helping a friend find a job	By the end of this lesson, you will be able to encourage a friend to apply for a job.
71	18455487	Hello Anna! I've found an absolutely amazing job for you. Let me tell you why you should apply for zookeeper, is absolutely exhilarating job taking care of amazing animals day by day. I urge a response as soon as possible. Salary of $ 50,000. Benefits 3 months of holliday a year, and pension scheme  Your friend Wanderley Alvarenga	2011-03-23 16:59:51.610	85	Good work! This was well written and easy to read. The clear writing made it interesting for me to read about this topic. I think I should apply for this job! It sounds great!<br/><br/>I would suggest you do some more reading and listening practice to improve your phraseology....Let me tell you why you should apply for zookeeper(MW)(>>the position of zookeeper),(PU)(>>:).<br/><br/>There are not many errors but you did once spell a word wrong, so do use an online dictionary to help you...holliday(SP)(>>holiday).<br/><br/>Overall this was well done. Study hard and best of luck with your future online studies. Keep up the good work. Good luck!	10296	Hello Anna! I've found an absolutely amazing job for you. Let me tell you why you should apply for <change><selection>zookeeper</selection><tag><symbol>MW</symbol><correct>the position of zookeeper</correct></tag></change><change><selection>,</selection><tag><symbol>PU</symbol><correct>:</correct></tag></change> <change><selection>is </selection><tag><symbol>MW</symbol><correct>it is an</correct></tag></change>absolutely exhilarating job taking care of amazing animals day by day. I urge a response as soon as possible. Salary of $ 50,000. Benefits 3 months of <change><selection>holliday</selection><tag><symbol>SP</symbol><correct>holiday</correct></tag></change> a year, and <change><selection>pension scheme</selection><tag><symbol>AR</symbol><correct>a pension scheme.</correct></tag></change><br/>Your friend Wanderley Alvarenga	10	1	br	br	Extreme activities	Helping a friend find a job	By the end of this lesson, you will be able to encourage a friend to apply for a job.
72	18437780	I usually get up at 6pm. I make the bed and do yoga every morning. I feed the dog at 8pm and again at 5pm every day. I walk the dog in the afternoon. I do the laundry once a week. I make dinner and set the table every day. After the dinner I wash the dishes. I pay the bills once a month. I go shopping every saturday. After the shooping I do the housework and do the laundry. I do the ironing every Sunday.	2011-03-23 17:06:32.933	94	Dear student,<br/>You kept it very simple which is a good idea at this level. Excellent work today! <br/>  All proper nouns like the names of people, places, days ,months, professions, etc, need to be capitalized.<br/> I hope that my corrections and tips are useful to you and I look forward to seeing your next writing. Shirley<br/>	4010	I usually get up at 6pm. I make the bed and do yoga every morning. I feed the dog at 8pm and again at 5pm every day. I walk the dog in the afternoon. I do the laundry once a week. I make dinner and set the table every day. After the dinner I wash the dishes. I pay the bills once a month. I go shopping every <change><selection>saturday</selection><tag><symbol>C</symbol><correct>Saturday</correct></tag></change>. After the <change><selection>shooping</selection><tag><symbol>SP</symbol><correct>shopping</correct></tag></change> I do the housework and do the laundry. I do the ironing every Sunday.	4	2	de	de	Daily routines	Describing routines	By the end of this lesson, you will be able to write about habits and routines.
73	18432404	Mark an area of about 8 meters x by 3 meters as the bowling alley. Used ten plastic bottles for the bowling pins. Fill they with a little water to make heavier. Line up the bottles in rows of 4, then 3, then 2, then 1, just like ten-pin bowling. Give each player a frisbee. Allowed is to take two shots on each turn. Give the players a total of ten turns each, score one point for each pin that knock down. If knock down all the bottles is score a strike, then the player takes two more shots and add all the points together. The player with the most points win. Be careful, this game sould not play on a very windy day	2011-03-23 17:08:21.320	87	Dear Student..<br/><br/>Very well done! You wrote a great piece.<br/><br/>Please pay attention to: <br/><br/>SPELLING:<br/>To help you reduce spelling errors, do proofreading.<br/><br/>Proofreading<br/>- read your assignment inorder to check whether there are any mistakes in spelling, grammar, punctuation etc. <br/><br/>WORD CHOICE:<br/>To help you with your word choice. I suggest you read English books. This will help you learn new words and show you when to use certain words.<br/><br/>Keep up the good work.<br/><br/>Hope to hear from you soon.<br/><br/>Regards Sadie<br/>	2049	Mark an area of about 8 meters x by 3 meters as the bowling alley. Used ten plastic bottles for the bowling pins. Fill <change><selection>they</selection><tag><symbol>WC</symbol><correct>them</correct></tag></change> with a little water to make heavier. Line up the bottles in rows of 4, then 3, then 2, then 1, just like ten-pin bowling.<br/>Give each player a frisbee. Allowed is to take two shots on each turn. Give the players a total of ten turns each, score one point for each pin that<change><selection></selection><tag><symbol>MW</symbol><correct>is</correct></tag></change> <change><selection>knock </selection><tag><symbol>WC</symbol><correct>knocked</correct></tag></change>down. If <change><selection></selection><tag><symbol>MW</symbol><correct>you</correct></tag></change><change><selection>knock</selection><tag><symbol>WC</symbol><correct>knocked</correct></tag></change> down all the bottles <change><selection>is</selection><tag><symbol>WC</symbol><correct>you</correct></tag></change> score a strike, then the player takes two more shots and add all the points together. The player with the most points win. Be careful, this game <change><selection>sould</selection><tag><symbol>SP</symbol><correct>should</correct></tag></change> not play on a very windy day<change><selection></selection><tag><symbol>PU</symbol><correct>.</correct></tag></change>	7	1	de	uy	Rules and instructions	Giving instructions to play a game	By the end of this lesson, you will be able to write rules and instructions to a game.
74	18451414	hi, my name`s dani. my favorite day is sunday. on sunday i go to the church at 9 o`clock in the morning. at 12 o`clock i meet my family and have lunch at 12:30.  at 9 o`clock in the evening i go to bed.	2011-03-23 17:12:03.020	92	Dear student, thank you for submitting your work. You did a great job and it was a pleasure grading your work.<br/><br/>Proper nouns like names of people, places (cities, countries etc.), days of the week, months, languages and the words you start your sentences with should be spelled with a capital letter. <br/><br/>Always spell the pronoun 'I' with a capital letter 'I' as it distinguishes it from the alphabet letter 'i'.<br/><br/>Keep up the good work and do different grammar exercises daily to help you improve. Good luck with your future English studies.<br/><br/>Kind regards, <br/>Janita	3918	hi, my name`s dani. my favorite day is sunday. on sunday i go to the church at 9 o`clock in the morning. at 12 o`clock i meet my family and have lunch at 12:30.  at 9 o`clock in the evening i go to bed.	2	1	de	de	Time and dates	Describing your favorite day	By the end of this lesson, you will be able to write about your favorite day of the week.
75	18453796	My boyfreinds and I got out to a very expensive dinner. The restaurant was so beautiful but I didn´t think the food in this restaurante was very good, in fact the vegetables was not very fresh, in fact, some were rotten. I asked permission to see the kitchen, it wasn´t very clean I was shocked because some close friends told me  that was a incredible restaurant and the food was amazing, but the true is the food was disgusting.	2011-03-23 17:47:00.290	80	Dear student,<br/><br/>This really is a good piece of writing for this level. You have put a lot of effort.You introduced the topic, developed your ideas and concluded your piece well. <br/><br/>Please use a comma ahead of the conjunction "but". E.g, ".. beautiful(PU)(>>,) but I didn´t(WC)(>>don't) think ..".<br/><br/>Kindly note that plurals are used for objects that are many in number. E.g, ".. vegetables was (PL)(>>were) not very ..".<br/><br/>Overall this was a good piece of writing. Continue to work hard and you will quickly see improvements.<br/>Sharon<br/><br/><br/>	5749	My boyfreinds and I got out to a very expensive dinner. The restaurant was so beautiful but I didn´t think the food in this restaurante was very good, in fact the vegetables was not very fresh, in fact, some were rotten. I asked permission to see the kitchen, it wasn´t very clean I was shocked because some close friends told me  that was a incredible restaurant and the food was amazing, but the true is the food was disgusting.	9	1	br	br	What's cooking?	Giving feedback to a restaurant	By the end of this lesson, you will be able to give feedback to a restaurant.
76	18454347	Serena Nelson is a lovely young woman living in the suburb of Chicago. Last year, she married Dave. Since their wedding everything has been perfect. But a few months ago, Dave had trouble with his job and thus he started to drink. Before this problem with his job, he was kind, gentle and loving but when he started drinking he started to be really violent. Nevertheless, Serena loved her husband and tried to get used to it, thinking the sitution would not last. Last week, as it was Dave's mother birthday, she came to visit them for a week. During this week it was particularly difficult for Serena because Dave was drinking even more than usually and her mother-in-law was always behind her criticising her. One night, as Dave was coming back from the bar more drunk than ever he started to shout at Serena pretending everything was her fault and that he should never had married her. While he was claiming those horror to Serena, she could not stand more and wanted him to stop yelling. She did not know how to make him stop, but she wanted it so badly that without thinking she took a knife and stab him. While stabbing him, Dave stopped yelling and screamed looking at her. When she finally realised what she had done, Serena started to cry as she did not know how to fix her mistake. Her mother-in-law who was in the bathroom arrived because of the scream and accused her of murdering her son. She called the police to get her daughter-in-law arrested.	2011-03-23 17:49:30.040	92	Dear student, thank you for submitting your work. You did a great job and it was a pleasure grading your work.<br/><br/>Spelling is an important part of any language. Make sure your spelling is correct by doing a quick spell check. This will improve and help you with the use of words.<br/><br/>Use commas to separate independent clauses in a sentence, for example:<br/>- The class was over, but the students refused to leave.<br/>- Yesterday was her mother's birthday, so she took her out to dinner.<br/><br/>When you are writing about two or more people or things the noun should be placed in plural form by using a 's', 'ies' or an 'e'. For example: <br/>* apple - apples <br/>* shoe - shoes <br/>* man - men<br/>* company - companies<br/><br/>Keep up the good work and do different grammar exercises daily to help you improve. Good luck with your future English studies.<br/><br/>Kind regards, <br/>Janita	8599	Serena Nelson is a lovely young woman living in the suburb of Chicago. Last year, she married Dave. Since their wedding everything has been perfect. But a few months ago, Dave had trouble with his job and thus he started to drink. Before this problem with his job, he was kind, gentle and loving but when he started drinking he started to be really violent. Nevertheless, Serena loved her husband and tried to get used to it, thinking the sitution would not last. Last week, as it was Dave's mother birthday, she came to visit them for a week. During this week it was particularly difficult for Serena because Dave was drinking even more than usually and her mother-in-law was always behind her criticising her. One night, as Dave was coming back from the bar more drunk than ever he started to shout at Serena pretending everything was her fault and that he should never had married her. While he was claiming those horror to Serena, she could not stand more and wanted him to stop yelling. She did not know how to make him stop, but she wanted it so badly that without thinking she took a knife and stab him. While stabbing him, Dave stopped yelling and screamed looking at her. When she finally realised what she had done, Serena started to cry as she did not know how to fix her mistake. Her mother-in-law who was in the bathroom arrived because of the scream and accused her of murdering her son. She called the police to get her daughter-in-law arrested.	15	1	fr	fr	In the news	Covering a news story	By the end of this lesson, you will be able to write about an event in newspaper article style.
77	18474516	Dear Ms Thomas, There are thirteen computers and sixteen keyboards in the office. Also, there are thirty pens, fifteen pencils, twelve desks, fourteen chairs, sixteen headphones and one table. Best wishes ..	2011-03-23 18:00:59.767	100	Dear Student<br/><br/>This was written beautifully!<br/><br/>Excellent work!<br/><br/>Keep up the good work.<br/><br/>It was a pleasure to mark.<br/><br/>Kind regards<br/><br/>Natalie	9820	Dear Ms Thomas, There are thirteen computers and sixteen keyboards in the office. Also, there are thirty pens, fifteen pencils, twelve desks, fourteen chairs, sixteen headphones and one table. Best wishes ..	1	2	sa	sa	Colors and numbers	Taking inventory in the office	By the end of this lesson, you will be able to describe amounts.
78	18454054	Hi Bob, how are you? I'm fine. I buy a old house, but I reformed it. My room is finished. Its very beautiful. My roon is green, is very nice. There is a TV next to in my bed, and a bathroon too. There are two window in my room and white courtains . There is white bed in my badroon. I loved my badroon.  Bye	2011-03-23 18:29:01.447	89	Dear Student<br/><br/>Thank you so much for submitting your work to me, it has been such a pleasure marking your work.<br/><br/>Spelling errors can be prevented by proof reading your work or doing a spell check before submitting it.<br/><br/>Be careful with plural and singular form:<br/>* one or a window<br/>* two or more windows<br/>* many/some/all the windows<br/><br/>Other than that, you did a great job, well done!<br/><br/>Here are a few tips to help you improve your English:<br/>* Read English magazines and books<br/>* Watch English television or movies<br/><br/>Kind regards<br/>Sonja<br/>	2543	Hi Bob, how are you? I'm fine. I buy a old house, but I reformed it. My room is finished. Its very beautiful. My roon is green, is very nice. There is a TV next to in my bed, and a bathroon too. There are two window in my room and white courtains . There is white bed in my badroon. I loved my badroon.  Bye	3	3	br	br	Home and family	Renovating your home	By the end of this lesson,  you will be able to describe a newly decorated house.
79	18461948	Hi, How do you do? I'm Tony Mai and I'm Twenty-five. What's your name? How old are you? Hope you anythings going well. Bye and regards, Tony	2011-03-23 18:47:41.290	94	Dear Student, <br/>Thank you for your submission on a reply to Anna.  Have a look at the corrections I made and concentrate on: <br/>Changes. Review the changes highlighted as(x>>y) and understand the correct use of words and sentence structures, for example, 'Hope you anythings going well(x>>y)(>> everything is fine at your end).' <br/>Capitalisation: for e.g. '..Twenty(C)(>>twenty)...' Avoid unnecessary capitalisation. <br/>Read something different every day (newspapers, magazines, etc.) so that you will get more and more familiar with English. Good luck with your studies.	3535	Hi, How do you do? I'm Tony Mai and I'm Twenty-five. What's your name? How old are you? Hope you anythings going well. Bye and regards, Tony	1	1	cn	cn	Greetings and introductions	Introducing yourself by email	By the end of this lesson, you will be able to introduce yourself by email.
80	18438799	Hi! My name's Daniel Martins. I'm twenty-four years old. I'm from Rio de Janeiro, in Brazil. I'm live João Pessoa, in Brazil. Nice to meet you. Good bye!	2011-03-23 19:26:23.420	100	Dear Student<br/>This is a fantastic piece of writing. It was interesting to read about your online profile.<br/><br/>You are very competent at writing in English and have a strong command<br/>in written form.<br/><br/>I have read your piece and there were no corrections that I needed to correct.<br/><br/>Well done on your great effort. I look forward to reading your next<br/>piece of writing.<br/><br/>Best wishes<br/>Stacey Nicole	8967	Hi! My name's Daniel Martins. I'm twenty-four years old. I'm from Rio de Janeiro, in Brazil. I'm live João Pessoa, in Brazil. Nice to meet you. Good bye!	1	3	br	br	Where are you from?	Writing an online profile	By the end of this lesson, you will be able to respond to an online profile.
81	18455589	To help me with vocabulary,	2011-03-23 19:58:10.987	0	Dear student,<br/>You have just written five words.<br/>Unless you practice you cannot learn English.<br/>Read plenty of books,take help from Englishtown modules and internet help to enhance your knowledge.<br/>Hoping to see a completed assignment soon.<br/>Wish you all the best.	569	To help me with vocabulary,	11	8	pl	pl	Listening skills	Improving your study skills	By the end of this lesson, you will be able to write about your past, present and future strategies.
82	18449318	My job is very exciting. I m an enginner and like my job. Sometimes I go on business trips, I always sends and write emails, I help peoples and peoples help me too. I rarely take a breaks, but I like to run, it´s not is boring. I stand up morning, take a shower and do brush my teeth.	2011-03-23 20:12:01.340	95	Hello,<br/>I appreciate your effort to write about your job. You have presented your ideas well.<br/>Please go through the suggested changes.<br/>Change: The word 'people' is already a plural word:<br/>... peoples (x>>y)(>>people)help..<br/>Word choice: Please select those words that are closest in context to what you are trying to say:<br/>... I stand (WC)(>>get)up..<br/>Keep up your good work! You show great potential.<br/><br/>	5322	My job is very exciting. I m an enginner and like my job. Sometimes I go on business trips, I always sends and write emails, I help peoples and peoples help me too. I rarely take a breaks, but I like to run, it´s not is boring. I stand up morning, take a shower and do brush my teeth.	4	1	br	br	What do you do?	Writing about what you do	By the end of this lesson, you will be able to write about your job.
83	18475400	Hi mum and dad,   I’m going to the Cool Pop music festival this weekend. I can’t wait!   I’m driving there on Friday night, and will arrive maybe about 8 pm. I’m camping, so I’ll have to take a tent, a sleeping bag, a backpack, clothes and bottles of water.   On Saturday I’m watching Bella, Cool Juice and Shivon. On Sunday I’m watching Benny P in the morning and Killa in the afternoon. He’s my favorite.   Hope you have a nice weekend too.   Rodney.	2011-03-23 20:17:24.857	95	Well done Z deSouza!<br/><br/>Thank you for your submission. Your writing was well structured and easy to read. You showed clear and logical progression. Also, you used the accurate format for a letter/email. Great work!<br/><br/>Please take a look at the corrections I have made. You need to work on your prepositions and capitalisation.<br/><br/>Keep up the fantastic work!<br/>	4748	Hi <change><selection>mum </selection><tag><symbol>C</symbol><correct>Mum </correct></tag></change> and <change><selection>dad</selection><tag><symbol>C</symbol><correct>Dad</correct></tag></change>, <br/><br/>I’m going to the Cool Pop music festival this weekend. I can’t wait! <br/><br/>I’m driving there on Friday night, and will arrive <change><selection>maybe </selection><tag><symbol>PR</symbol><correct>at</correct></tag></change> about 8 pm. I’m camping, so I’ll have to take a tent, a sleeping bag, a backpack, clothes and bottles of water. <br/><br/>On Saturday I’m watching Bella, Cool Juice and Shivon. On Sunday I’m watching Benny P in the morning and Killa in the afternoon. He’s my favorite. <br/><br/>Hope you have a nice weekend too. <br/><br/>Rodney.<br/>	5	1	br	br	Holidays and festivals	Planning to attend a music festival	By the end of this lesson, you will be able to write about a festival you're going to.
84	18452094	I major in architecture design.I love my work  because i enjoy in process of my work.I usually face to  computer all day and use software to designer self architecture.Sometims i feel tired when i haven't enough sleep.During my work i always have different ideas.It's exciting.	2011-03-25 12:38:56.603	80	Dear Student,<br/>  You have written well. You are well within the word limit. It would be good for you to look into my suggestions for your improvement. <br/>  For getting your verb right, you might want to learn up the conjugation table. That will teach you where to place what tense. "I major(VT)(>>majored) in architecture design."<br/>  You have to capitalise the first person singular "I" at all times. "Sometimes)(PU)(>>,) i(C)(>>I) feel tired..."  <br/>  Punctuation plays an important role in language, especially in sentence construction. Good punctuation is an indication of language expertise. "the process of my work.(PU)(>> )I usually face to computer all day". <br/>  Improvement in vocabulary can be done through wide reading. "I enjoy in(x>>y)(>>the) and use software to designer(WC)(>>design) self(WC)(>>my own) architecture."<br/>  You need to take care of spelling. "Sometims(SP)(>>Sometimes)".<br/>  I will be looking forward to your improved presentations. Best wishes!	12682	I <change><selection>major</selection><tag><symbol>VT</symbol><correct>majored</correct></tag></change> in architecture design.<change><selection></selection><tag><symbol>PU</symbol><correct> </correct></tag></change>I love my work  because <change><selection>i</selection><tag><symbol>C</symbol><correct>I</correct></tag></change> enjoy <change><selection>in</selection><tag><symbol>x>>y</symbol><correct>the</correct></tag></change> process of my work.<change><selection></selection><tag><symbol>PU</symbol><correct> </correct></tag></change>I usually face to  computer all day and use software to <change><selection>designer</selection><tag><symbol>WC</symbol><correct>design</correct></tag></change> <change><selection>self</selection><tag><symbol>WC</symbol><correct>my own</correct></tag></change> architecture.<change><selection></selection><tag><symbol>PU</symbol><correct> </correct></tag></change><change><selection>Sometims</selection><tag><symbol>SP</symbol><correct>Sometimes</correct></tag></change><change><selection></selection><tag><symbol>PU</symbol><correct>,</correct></tag></change> <change><selection>i</selection><tag><symbol>C</symbol><correct>I</correct></tag></change> feel tired <change><selection>when</selection><tag><symbol>WC</symbol><correct>if</correct></tag></change> <change><selection>i</selection><tag><symbol>C</symbol><correct>I</correct></tag></change> haven't <change><selection></selection><tag><symbol>VT</symbol><correct>had</correct></tag></change> enough sleep.<change><selection></selection><tag><symbol>PU</symbol><correct> </correct></tag></change>During my work<change><selection></selection><tag><symbol>PU</symbol><correct>,</correct></tag></change> <change><selection>i</selection><tag><symbol>C</symbol><correct>I</correct></tag></change> always <change><selection>have</selection><tag><symbol>WC</symbol><correct>get</correct></tag></change> different ideas.<change><selection></selection><tag><symbol>PU</symbol><correct> </correct></tag></change>It's exciting.	4	1	cn	cn	What do you do?	Writing about what you do	By the end of this lesson, you will be able to write about your job.
85	18478617	Hello! I'm Fine ,Tanks. How are you? My name's Ting. I'm 25 years old.  Bye! Ting	2011-03-25 12:20:11.477	78	Dear Student, <br/>Thank you for your submission. I enjoyed reading it. It seems you worked hard on this writing, well done. To improve your writing further, here are a few points:<br/>1. We use an exclamation mark only after an exclamatory sentence, for example, "What a beautiful <br/>day!".. please insert correct punctuation marks where required, for example, Hello!(PU)(>>, )<br/>2. Spelling. Remember to review your writing before submitting to avoid spelling errors.<br/>3. Punctuation: Please remember the rule about punctuation: Do not insert a space before a punctuation mark. Keep this in mind in all your writings in future!<br/>I hope that my corrections and tips are useful to you and I look forward to seeing your next writing.<br/>	10483	Hello! I'm Fine ,Tanks. How are you? My name's Ting. I'm 25 years old.  Bye! Ting	1	1	cn	cn	Greetings and introductions	Introducing yourself by email	By the end of this lesson, you will be able to introduce yourself by email.
86	18465564	Hi anna,  I've found an absolutely exhilarating job for you, which is the Zookeeper. It is chanllenge, as you will be with the wild animals. Is it amazing as well? I urge you to apply it ASAP, because the position is opened to everyone with brilliant pay. In addition, I think it is by far the most spectacular job to your character, even a bit dangerous. I remembered in your last email, you said you are not afraid of that. It is Great!  Waiting for your reply!  Jim March 25th, 2011	2011-03-25 11:26:03.800	94	Dear Student<br/><br/>Thank you so much for submitting your work to me, it has been such a pleasure marking your work.<br/><br/>Spelling errors can be prevented by proof reading your work or doing a spell check before submitting it.<br/><br/>Remember that names are proper nouns, therefore will always be written with a capital letter.  More examples: Chinese, English, China, Doctor, Eiffel Tower, December, Monday.<br/><br/>Other than that, you did a great job, well done!<br/><br/>Here are a few tips to help you improve your English:<br/>* Read English magazines and books<br/>* Watch English television or movies<br/><br/>Kind regards<br/>Sonja<br/>	16521	Hi anna,  I've found an absolutely exhilarating job for you, which is the Zookeeper. It is chanllenge, as you will be with the wild animals. Is it amazing as well? I urge you to apply it ASAP, because the position is opened to everyone with brilliant pay. In addition, I think it is by far the most spectacular job to your character, even a bit dangerous. I remembered in your last email, you said you are not afraid of that. It is Great!  Waiting for your reply!  Jim March 25th, 2011	10	1	cn	cn	Extreme activities	Helping a friend find a job	By the end of this lesson, you will be able to encourage a friend to apply for a job.
87	18460804	Hi! My name's Fred Deng. I'm thirty-two years old. I'm from Nantong, China. I live in Nanjing, in China. How are you? Nice to meet you. Good bye! Fred Deng	2011-03-25 13:04:10.460	88	Dear Fred Deng,<br/><br/>Thank you for your submission. You are picking up the language well and I am sure that if you continue working hard, you will improve quickly.<br/>Please be careful of your spellings. Run a spell check to avoid errors [ Good bye(SP)(>>Goodbye] .<br/>Be careful of your choice of words [ name's (WC)(>>name is)Fred ] .<br/>On the whole, a promising effort!<br/>Hope my suggestions are helpful. Enjoy your online studies and keep writing. Looking forward to reading more of your essays soon.	8967	Hi!<br/>My <change><selection>name's </selection><tag><symbol>WC</symbol><correct>name is</correct></tag></change>Fred Deng.<br/>I'm thirty-two years old.<br/>I'm from Nantong, China. I live in Nanjing, <change><selection>in </selection><tag><symbol>D</symbol><correct></correct></tag></change>China.<br/>How are you? Nice to meet you.<br/><change><selection>Good bye</selection><tag><symbol>SP</symbol><correct>Goodbye</correct></tag></change>!<br/>Fred Deng	1	3	cn	cn	Where are you from?	Writing an online profile	By the end of this lesson, you will be able to respond to an online profile.
88	18475931	There are 30 pens and 15 pencils. There are 12 desks and 14 chairs. There are 16 headphones and 1 table. Bye Rene	2011-03-25 12:49:31.080	92	Dear Rene,<br/><br/>Thank you for your submission. You are picking up the language well and I am sure that if you continue working hard, you will improve quickly.<br/>Revise the correct use of the ' comma' [ Bye(PU)(>>,)] .<br/>On the whole, a promising effort!<br/>Enjoy your online studies and keep writing. Looking forward to reading more of your essays soon.	9820	There are 30 pens and 15 pencils. There are 12 desks and 14 chairs. There are 16 headphones and 1 table. Bye Rene	1	2	de	de	Colors and numbers	Taking inventory in the office	By the end of this lesson, you will be able to describe amounts.
89	18423636	Hi Hi! Anna. I'm fine.Thank you. My name's Fang. I'm 39 years old. I am from GuangZhou China. Bye! Fang.	2011-03-25 13:11:37.673	98	Dear Student,<br/>Thank you for your submission. It was interesting to read and was a wonderful effort. You have a fine grasp of many aspects of the grammar for this level.<br/><br/>However, please look at the following areas where you need to improve...<br/><br/>Salutation, usually starts out with Dear so and so, or Hi so and so. Note: There is a comma after the end of the salutation (you can use an exclamation point also if there is a need for some emphasis).<br/><br/>I'm sure you will make a note of the areas that I have corrected and work on them. A fine effort! Enjoy your lessons with Englishtown and may you have many happy hours of learning! Good luck!	10483	Hi Hi! Anna. I'm fine.Thank you. My name's Fang. I'm 39 years old. I am from GuangZhou China. Bye! Fang.	1	1	cn	cn	Greetings and introductions	Introducing yourself by email	By the end of this lesson, you will be able to introduce yourself by email.
90	18433130	Hi Matthias, As you know, we are in Santa Monica  Californien. It`s so exciting here, there are many pretty women and nice people.  But the weather today is goint to very rainy all afternoon so we going to visit the Museum and after to eat  in a great local Restaurants.  Tomorow the Weather going to be very hot over 110 degrees Fahrenheit, so we going to use the great weather to go to the beach and in the evining we will have much Party in one of the bars there. See you soon Steven	2011-03-25 13:11:48.687	86	Hi Steven,<br/>Thank you for your writing, it was a good effort and I was interested to read your note about your plans in California. It seems you worked very hard on this writing, well done.<br/>Please use the complete verb in a sentence: "...goint(SP)(>>going) to (VT)(>>be )very ...".<br/>Always check your spelling before you make a submission to avoid any errors.<br/>"A" and "an" signal that the noun modified is indefinite, referring to any member of a group: "...much(AR)(>>a) Party(C)(>>party) in ...".<br/>All in all, this was a very credible effort and I'm sure you will do better next time! Good luck with your online studies at Englishtown.	4578	Hi Matthias, As you know, we are in Santa Monica  Californien. It`s so exciting here, there are many pretty women and nice people.  But the weather today is goint to very rainy all afternoon so we going to visit the Museum and after to eat  in a great local Restaurants.  Tomorow the Weather going to be very hot over 110 degrees Fahrenheit, so we going to use the great weather to go to the beach and in the evining we will have much Party in one of the bars there. See you soon Steven	5	2	de	de	Weather and places	Writing a holiday postcard	By the end of this lesson, you will be able to write a postcard describing a holiday destination.
91	18463534	Isabella told John the truth that she is engaged to another man. When John heard the truth, he was in confusion and depressed. But his love for her was never change.  John said, "Let's run away together! I'll take care of you forever..." Finally, they run away in a ship!	2011-03-25 13:22:25.523	89	Dear Student: <br/><br/>Thanks for submitting your work - Well done ! You have expressed yourself well and have used appropriate vocabulary for this topic.<br/><br/>Keep working ont he verb tenses as indicated int he corrections. In particular past simple tenses when mentioning what has happened. Keep studying hard, - great English is within everyone's grasp, it just takes hard work to get there!<br/>	6387	Isabella told John the truth that she is engaged to another man. When John heard the truth, he was in confusion and depressed. But his love for her <change><selection>was </selection><tag><symbol>D</symbol><correct></correct></tag></change>never <change><selection>change</selection><tag><symbol>VT</symbol><correct>changed </correct></tag></change>. <br/>John said, "Let's run away together! I'll take care of you forever..."<br/>Finally, they<change><selection> run </selection><tag><symbol>VT</symbol><correct>ran</correct></tag></change>away <change><selection>in </selection><tag><symbol>PR</symbol><correct>on</correct></tag></change>a ship!<br/>	6	1	kr	kr	Movies and entertainment	Writing a movie plot	By the end of this lesson, you will be able to write the ending to a story.
92	18457411	My name is Yuki.i'm from China ,live in Shenzhen.I'm twenty - eight years old.They are five people in my falimy:my father ,mother ,borther live in Shenzhen.My husband lives in Singapore .I can speak chinese .I can sing,dance,drew.I can't swim.	2011-03-25 12:51:34.157	72	Dear student, <br/>Thank you for your letter. I enjoyed reading your letter. It was very clear and precise. To improve your writing further, here are a few points:<br/>1. Format.  You forgot to follow the format of Email/letter. Remember to open and close the letter as I have inserted.<br/>2. Spelling. Remember to review your writing before submitting to avoid spelling errors.<br/>3. Capitalization. Remember to capitalize the first letter of proper nouns and words beginning a sentence, for example, chinese (C)(>>Chinese ).(PU)(>> )I can <br/>4. Punctuation.  Place a space after a punctuation mark like a comma or a period, for example, father (D)(>>),(PU)(>> )mother <br/>I hope that my corrections and tips are useful to you and I look forward to seeing your next writing.	12297	My name is Yuki.i'm from China ,live in Shenzhen.I'm twenty - eight years old.They are five people in my falimy:my father ,mother ,borther live in Shenzhen.My husband lives in Singapore .I can speak chinese .I can sing,dance,drew.I can't swim.	3	1	cn	cn	Meeting people	Replying to a new penpal	By the end of this lesson,  you will be able to write about your nationality,  family and abilities.
